accident_id,city,date,time,day_of_week,location,latitude,longitude,road_type,vehicle_type,weather,light_condition,accident_severity,num_vehicles_involved,num_casualties,speed_limit,traffic_density,weather_temp_c,risk_score
1,Chennai,2024-04-27,20:26,Saturday,OMR,-1.5642636462102295,0.7212781788002254,3,4,0,0,Minor,-1.2040067457267911,0,1.5270057603892306,0,-0.3690888442337036,0.58
2,Chennai,2024-01-06,13:01,Friday,Velachery Main Road,-0.14121574469294884,0.4795907269802173,3,4,0,0,Serious,0.010525950029891165,2,0.16926501315517845,1,-0.6757919956035805,0.27
3,Chennai,2025-09-04,13:37,Saturday,Anna Salai,0.8826963374774298,0.9316292764301506,1,4,3,2,Minor,1.2250586457865735,0,-0.5096053604618477,1,1.1644269126156834,0.64
4,Chennai,2025-09-13,16:04,Wednesday,GST Road,-1.0111518976700289,-1.7801523982884588,2,4,0,0,Minor,1.2250586457865735,5,0.16926501315517845,0,0.41470809815598336,0.63
5,Chennai,2024-10-22,23:15,Monday,Velachery Main Road,-0.12683066821921887,0.5004149286622077,3,4,3,1,Minor,0.010525950029891165,1,1.5270057603892306,0,-0.3690888442337036,1.0
6,Chennai,2024-03-02,3:18,Friday,Poonamallee High Road,1.0612078760962511,-0.8646206491066044,3,4,2,0,Fatal,-1.2040067457267911,1,-1.1884757340788739,0,1.0281144008957384,0.61
7,Chennai,2024-02-20,17:07,Saturday,Arcot Road,0.5769107159986123,0.2797118854256413,1,1,0,0,Minor,-1.2040067457267911,1,-0.5096053604618477,2,-0.09646382079381233,0.16
8,Chennai,2024-05-29,12:00,Monday,Velachery Main Road,-0.10782137858283837,0.644443702513494,1,2,0,2,Serious,1.2250586457865735,0,-1.1884757340788739,2,-0.06238569286382667,0.36
9,Chennai,2024-01-07,11:08,Friday,GST Road,-1.0286304091463718,-1.898165722828065,0,4,3,1,Minor,1.2250586457865735,1,1.5270057603892306,2,-1.52774519385324,0.82
10,Chennai,2025-03-22,13:08,Wednesday,Poonamallee High Road,1.0392553635594979,-0.7161039329473109,1,2,3,2,Minor,-1.2040067457267911,2,0.16926501315517845,0,-0.8121045073235268,0.79
11,Chennai,2023-12-08,21:24,Friday,GST Road,-0.9312591641500951,-1.9040603725312015,2,3,0,1,Minor,-1.2040067457267911,0,-0.5096053604618477,2,0.8577237612458065,0.42
12,Chennai,2023-11-29,16:44,Wednesday,Velachery Main Road,-0.1235065993904361,0.5840264196506585,3,4,3,1,Serious,-1.2040067457267911,1,1.5270057603892306,1,-0.19869820458377171,0.65
13,Chennai,2025-01-31,17:41,Thursday,Arcot Road,0.613444588708895,0.21099565476258622,0,2,3,2,Minor,1.2250586457865735,0,0.16926501315517845,0,-0.19869820458377171,0.78
14,Chennai,2024-12-24,11:07,Friday,OMR,-1.6312247367082278,0.6162389532069684,3,4,3,2,Minor,-1.2040067457267911,3,-1.1884757340788739,2,1.3348175522656154,0.86
15,Chennai,2024-06-04,17:51,Saturday,OMR,-1.588656588284551,0.8320913401715018,3,4,2,0,Minor,1.2250586457865735,0,-1.1884757340788739,2,-0.471323228023663,0.41
16,Chennai,2024-10-09,16:03,Sunday,Poonamallee High Road,1.0581148054433636,-0.8366880506125837,3,4,3,1,Minor,1.2250586457865735,0,0.16926501315517845,0,0.24431745850605147,1.0
17,Chennai,2025-05-15,17:19,Monday,Velachery Main Road,-0.18531398883213396,0.5715423622953838,2,2,0,1,Minor,0.010525950029891165,1,0.16926501315517845,1,-0.8121045073235268,0.35
18,Chennai,2024-11-18,23:30,Tuesday,OMR,-1.550390310568292,0.8265165787930487,1,4,0,0,Fatal,0.010525950029891165,3,-0.5096053604618477,2,0.10800494678610523,0.44
19,Chennai,2025-05-25,12:51,Sunday,OMR,-1.6719869465491703,0.7418962497486656,0,4,0,0,Minor,0.010525950029891165,1,1.5270057603892306,0,-0.4372451000936761,0.61
20,Chennai,2024-10-08,10:44,Tuesday,Poonamallee High Road,1.0436022170021872,-0.8228483368254482,2,2,0,1,Serious,0.010525950029891165,1,1.5270057603892306,2,-1.1869639145533761,0.45
21,Chennai,2023-11-17,23:29,Thursday,Poonamallee High Road,1.048979660722165,-0.7660712530854846,3,2,3,0,Serious,1.2250586457865735,1,-0.5096053604618477,0,1.0621925288257252,0.63
22,Chennai,2025-01-02,6:24,Wednesday,OMR,-1.676338293501793,0.5906405185913147,0,2,3,0,Minor,0.010525950029891165,1,-0.5096053604618477,1,1.0962706567557097,0.26
23,Chennai,2025-08-10,11:45,Tuesday,Anna Salai,0.8553624846882779,1.1004151892756464,2,4,0,0,Fatal,0.010525950029891165,1,-0.5096053604618477,0,-0.16462007665378484,0.59
24,Chennai,2025-09-10,5:52,Friday,Arcot Road,0.6746933740940917,0.3019757796107163,1,1,0,1,Serious,0.010525950029891165,1,-0.5096053604618477,2,-0.19869820458377171,0.44
25,Chennai,2025-01-06,16:38,Sunday,GST Road,-0.95454203142601,-1.9079799974741671,3,4,0,1,Minor,-1.2040067457267911,0,-1.1884757340788739,0,-0.2668544604437442,0.88
26,Chennai,2024-11-03,22:45,Wednesday,OMR,-1.5635439491016794,0.6695940933532195,1,1,0,0,Minor,1.2250586457865735,1,0.16926501315517845,2,0.4828643540159559,0.2
27,Chennai,2024-02-27,19:14,Wednesday,OMR,-1.6459309598721226,0.832264065553532,1,3,0,1,Serious,-1.2040067457267911,1,-0.5096053604618477,0,-0.4372451000936761,0.52
28,Chennai,2024-01-20,11:22,Saturday,Poonamallee High Road,1.1097918608774795,-0.8442544649084422,1,4,0,0,Serious,0.010525950029891165,1,-1.1884757340788739,0,0.24431745850605147,0.54
29,Chennai,2023-11-06,10:20,Monday,Anna Salai,0.9022646780680719,1.1387060502797233,1,4,0,1,Minor,-1.2040067457267911,1,1.5270057603892306,0,-0.7098701235335674,0.83
30,Chennai,2024-03-26,13:41,Saturday,Arcot Road,0.6626926980549301,0.19976197852484673,2,0,0,0,Minor,0.010525950029891165,0,-0.5096053604618477,0,0.7554893774558459,0.45
31,Chennai,2024-07-29,23:12,Saturday,Arcot Road,0.566928809659353,0.21311088035888362,3,0,0,0,Minor,1.2250586457865735,2,0.16926501315517845,2,2.8683333091150023,0.14
32,Chennai,2024-07-06,14:14,Sunday,Velachery Main Road,-0.2046736513826323,0.446301625149178,3,2,0,2,Minor,0.010525950029891165,0,0.16926501315517845,2,-2.0389171128030354,0.43
33,Chennai,2025-01-22,13:57,Thursday,Velachery Main Road,-0.16064852834396517,0.5909776780546954,1,2,0,1,Minor,1.2250586457865735,2,1.5270057603892306,1,0.5850987378059153,0.3
34,Chennai,2025-05-18,5:30,Tuesday,Anna Salai,0.877216489301439,0.9727043396783435,2,2,0,0,Serious,-1.2040067457267911,2,1.5270057603892306,1,-0.19869820458377171,0.12
35,Chennai,2025-05-30,5:19,Wednesday,Poonamallee High Road,1.145719649621638,-0.9321272889783714,2,4,0,2,Minor,0.010525950029891165,1,0.16926501315517845,1,-1.0506514028334313,0.52
36,Chennai,2024-04-13,14:52,Friday,Poonamallee High Road,1.0998861530418491,-0.7624927226779911,0,4,3,1,Serious,0.010525950029891165,2,-0.5096053604618477,1,0.6873331215958747,0.66
37,Chennai,2025-08-30,17:57,Saturday,Anna Salai,0.9600559854456869,1.0599663119564102,3,4,1,2,Minor,0.010525950029891165,3,0.16926501315517845,2,-0.8121045073235268,0.57
38,Chennai,2025-10-23,16:39,Sunday,Anna Salai,0.8829479459144934,1.1266559542467602,3,0,0,2,Minor,-1.2040067457267911,2,-0.5096053604618477,1,0.3465518422960108,0.2
39,Chennai,2024-11-25,16:10,Friday,Arcot Road,0.5664438918255013,0.32820007969583126,2,0,0,0,Fatal,0.010525950029891165,2,0.16926501315517845,0,-1.1869639145533761,0.42
40,Chennai,2025-03-29,16:47,Sunday,Poonamallee High Road,1.1267606638336394,-0.7126346238958301,1,4,0,1,Minor,-1.2040067457267911,1,1.5270057603892306,2,0.005770562996147054,0.6
41,Chennai,2025-03-20,17:29,Wednesday,Poonamallee High Road,1.1441969331963608,-0.87748543607677,1,4,0,2,Minor,1.2250586457865735,1,-0.5096053604618477,2,-0.2668544604437442,0.6
42,Chennai,2025-02-21,18:21,Wednesday,Poonamallee High Road,1.0685707539531517,-0.7127367640113986,0,2,0,1,Minor,-1.2040067457267911,0,0.16926501315517845,2,-1.9026046010830906,0.45
43,Chennai,2024-06-28,13:39,Wednesday,Velachery Main Road,-0.14070373744597506,0.42293441234467133,3,4,0,0,Serious,1.2250586457865735,0,1.5270057603892306,2,1.5052081919155473,0.3
44,Chennai,2025-04-30,12:16,Saturday,Velachery Main Road,-0.1474224565095262,0.522663571789212,1,4,0,1,Minor,0.010525950029891165,1,-0.5096053604618477,1,-1.0165732749034444,0.52
45,Chennai,2025-06-30,7:40,Tuesday,Arcot Road,0.6900427765209282,0.34870012696754665,2,4,0,2,Serious,0.010525950029891165,1,1.5270057603892306,0,1.2325831684756572,0.8
46,Chennai,2025-08-05,10:44,Saturday,Arcot Road,0.6867145887376178,0.2164550100850502,1,4,3,0,Serious,1.2250586457865735,1,0.16926501315517845,0,2.8001770532550285,0.76
47,Chennai,2024-03-02,7:31,Saturday,Velachery Main Road,-0.1538415532370677,0.603900257115639,2,4,0,1,Serious,0.010525950029891165,1,0.16926501315517845,2,1.539286319845534,0.65
48,Chennai,2024-12-07,14:07,Wednesday,Arcot Road,0.6642070517434252,0.23330045549256415,2,3,0,0,Minor,1.2250586457865735,1,-0.5096053604618477,0,-0.40316697216369046,0.38
49,Chennai,2025-07-16,16:01,Tuesday,Arcot Road,0.6061928025546441,0.2493985627382592,3,4,0,0,Minor,-1.2040067457267911,1,0.16926501315517845,2,0.005770562996147054,0.49
50,Chennai,2024-07-13,17:02,Sunday,OMR,-1.6062998947232912,0.6853531254000378,2,2,0,2,Fatal,1.2250586457865735,0,1.5270057603892306,1,1.5733644477755209,0.34
51,Chennai,2025-01-20,16:56,Monday,Velachery Main Road,-0.17241922843798038,0.555546131869745,2,4,0,1,Serious,-1.2040067457267911,1,0.16926501315517845,2,0.7214112495258614,0.59
52,Chennai,2024-12-26,10:41,Wednesday,OMR,-1.5820827910605268,0.8081361036741759,2,4,2,0,Serious,1.2250586457865735,1,-1.1884757340788739,2,0.10800494678610523,0.37
53,Chennai,2025-07-21,4:01,Wednesday,OMR,-1.6069342028892921,0.7154608995174578,2,2,0,0,Minor,0.010525950029891165,2,1.5270057603892306,2,1.0281144008957384,0.12
54,Chennai,2025-04-03,12:53,Wednesday,Poonamallee High Road,1.146935518638145,-0.7119112753281589,1,4,0,0,Minor,-1.2040067457267911,2,0.16926501315517845,1,-1.8344483452231182,0.32
55,Chennai,2024-07-29,16:04,Sunday,Velachery Main Road,-0.17032233335551128,0.41145318196819913,2,4,0,0,Minor,-1.2040067457267911,0,1.5270057603892306,1,-1.0506514028334313,0.32
56,Chennai,2025-05-22,23:26,Monday,Anna Salai,0.8913077431856953,1.0922927517278336,2,4,0,0,Serious,0.010525950029891165,0,-1.1884757340788739,2,0.8236456333158196,0.39
57,Chennai,2024-03-05,7:42,Sunday,GST Road,-1.024924545157276,-1.9044249962345392,3,4,0,0,Minor,0.010525950029891165,0,0.16926501315517845,1,-0.33501071630371676,0.15
58,Chennai,2024-03-15,5:29,Friday,GST Road,-0.9550616163999385,-1.9260369457383681,2,4,0,2,Fatal,-1.2040067457267911,3,1.5270057603892306,0,1.6415207036354922,0.86
59,Chennai,2023-11-22,3:09,Thursday,Velachery Main Road,-0.2142547595389424,0.5575130103320971,2,4,0,1,Minor,1.2250586457865735,2,-0.5096053604618477,2,0.039848690926132704,0.56
60,Chennai,2025-05-02,2:18,Monday,GST Road,-0.9261683833532125,-1.7498815950572442,2,4,0,0,Minor,-1.2040067457267911,0,0.16926501315517845,0,-0.9143388911134861,0.48
61,Chennai,2024-09-27,18:18,Sunday,Velachery Main Road,-0.10933828303589944,0.45805044286127095,1,4,0,1,Minor,0.010525950029891165,0,0.16926501315517845,0,-1.7322139614331586,0.85
62,Chennai,2024-05-29,11:57,Friday,Anna Salai,0.8748026630147459,0.9538501093280024,0,4,0,0,Fatal,1.2250586457865735,2,1.5270057603892306,1,-0.5394794838836355,0.35
63,Chennai,2023-12-02,15:40,Sunday,Velachery Main Road,-0.12714772758695844,0.5731099400764156,2,2,1,2,Minor,0.010525950029891165,1,-0.5096053604618477,0,0.24431745850605147,0.58
64,Chennai,2025-09-24,13:36,Friday,OMR,-1.5978072540023973,0.7531147246087917,1,4,3,0,Serious,-1.2040067457267911,3,1.5270057603892306,1,-0.4372451000936761,0.46
65,Chennai,2025-02-19,18:41,Tuesday,Arcot Road,0.5867646683085898,0.2873982667341749,3,4,0,0,Serious,0.010525950029891165,1,-1.1884757340788739,1,-0.7098701235335674,0.28
66,Chennai,2024-11-16,17:09,Monday,GST Road,-1.0145258204073535,-1.834704453746588,1,4,0,0,Minor,0.010525950029891165,1,0.16926501315517845,0,-1.4255108100632818,0.53
67,Chennai,2024-02-07,17:52,Monday,GST Road,-1.0191595321255373,-1.894181547451821,2,0,1,2,Minor,0.010525950029891165,3,1.5270057603892306,1,0.5169424819459427,0.36
68,Chennai,2024-02-15,13:09,Thursday,Anna Salai,0.9196437245950585,0.8915735760314971,2,4,0,0,Serious,1.2250586457865735,0,-0.5096053604618477,2,1.0962706567557097,0.35
69,Chennai,2025-01-13,7:52,Tuesday,GST Road,-0.9927859152865951,-1.8173948263546678,2,4,0,2,Minor,-1.2040067457267911,1,0.16926501315517845,2,1.1985050405456703,0.6
70,Chennai,2025-05-08,20:38,Tuesday,GST Road,-0.9350253132373553,-1.8332217338709145,3,4,0,0,Serious,-1.2040067457267911,0,-1.1884757340788739,0,0.448786226085969,0.66
71,Chennai,2025-09-17,14:25,Sunday,Velachery Main Road,-0.13869404953123285,0.3940015988327621,1,2,3,2,Minor,0.010525950029891165,0,-1.1884757340788739,1,0.14208307471609208,0.49
72,Chennai,2024-09-16,21:45,Tuesday,Anna Salai,0.8559083018798138,1.0592741763620688,2,4,3,2,Minor,0.010525950029891165,0,1.5270057603892306,2,0.2102393305760646,0.88
73,Chennai,2025-06-01,19:52,Monday,OMR,-1.6330416589798094,0.8317040334850632,2,4,0,2,Minor,1.2250586457865735,2,-1.1884757340788739,1,-0.7780263793935399,0.46
74,Chennai,2024-04-16,13:12,Monday,Arcot Road,0.5788209190965921,0.292277606558891,3,4,0,1,Minor,1.2250586457865735,0,0.16926501315517845,0,-0.8802607631834993,0.77
75,Chennai,2025-07-24,14:36,Friday,Anna Salai,0.9545112621312899,1.0213818141254742,3,0,1,0,Minor,1.2250586457865735,0,1.5270057603892306,0,1.0621925288257252,0.46
76,Chennai,2025-01-18,8:00,Thursday,GST Road,-0.9532052825828962,-1.9659867036980387,1,4,0,0,Minor,1.2250586457865735,1,0.16926501315517845,2,0.2783955864360371,0.45
77,Chennai,2024-08-11,14:25,Wednesday,Anna Salai,0.8809811525267381,0.9333738363881399,2,4,3,2,Minor,0.010525950029891165,0,1.5270057603892306,1,0.7554893774558459,0.75
78,Chennai,2024-12-24,16:44,Wednesday,OMR,-1.561565552528172,0.6147865732407485,1,4,3,2,Serious,1.2250586457865735,0,0.16926501315517845,0,-0.33501071630371676,0.88
79,Chennai,2024-06-14,7:36,Monday,Anna Salai,0.9832021105315981,1.1150574936752893,0,2,3,0,Minor,1.2250586457865735,0,0.16926501315517845,1,1.3688956801956023,0.39
80,Chennai,2025-03-08,15:32,Monday,OMR,-1.6685113241211642,0.6954315514770639,3,4,0,0,Serious,0.010525950029891165,1,-1.1884757340788739,0,-0.3009325883737311,0.59
81,Chennai,2025-07-12,15:07,Thursday,Velachery Main Road,-0.21173895276851967,0.4828521003458475,2,2,0,2,Serious,-1.2040067457267911,1,0.16926501315517845,0,-0.40316697216369046,0.58
82,Chennai,2024-09-28,9:01,Saturday,GST Road,-0.9810111294459212,-1.8509342753971283,0,4,0,2,Minor,1.2250586457865735,0,0.16926501315517845,1,-1.0506514028334313,0.48
83,Chennai,2025-06-10,1:29,Monday,Anna Salai,0.924668763382627,1.0791606107456413,2,1,3,1,Minor,0.010525950029891165,1,1.5270057603892306,1,0.312473714366024,0.46
84,Chennai,2025-07-26,13:27,Tuesday,Arcot Road,0.5857862679005824,0.21246526142299332,1,2,3,1,Minor,-1.2040067457267911,1,-0.5096053604618477,0,-0.40316697216369046,0.8
85,Chennai,2025-03-29,13:47,Monday,Arcot Road,0.6256480985160248,0.2619949848214809,0,2,1,1,Minor,1.2250586457865735,2,1.5270057603892306,0,0.24431745850605147,0.56
86,Chennai,2025-08-29,22:05,Tuesday,Arcot Road,0.6740548018324481,0.2620841281759643,1,2,3,1,Minor,1.2250586457865735,1,0.16926501315517845,2,0.448786226085969,0.62
87,Chennai,2024-04-17,17:02,Saturday,Velachery Main Road,-0.1483439917975203,0.6300757120824212,0,4,0,0,Serious,-1.2040067457267911,3,-1.1884757340788739,2,-0.8461826352535124,0.41
88,Chennai,2025-10-19,21:07,Thursday,Anna Salai,0.8891723657620745,1.0555954511884502,0,2,3,0,Minor,0.010525950029891165,2,-1.1884757340788739,0,-0.607635739743608,0.59
